id,name,authors,original_price,price,categories,all_time_quantity_sold,rating_average,review_count,pages,manuafacture
180851000,Bảy Thanh Hung Giản 3 Mưa Phùn Chôn Nho - Truy Lùng Báo Săn Giá,Vĩ Ngư,235000,177000,Tiểu Thuyết Phương Đông,689,5,128,730.00,Nhà Xuất Bản Hà Nội
72542509,Raw Vegan – Sức Mạnh Chữa Lành Của Thực Vật (Tặng kèm bookmark),Norman W.Walker,92000,67200,Sách Y Học Hiện Đại,611,5,98,224.00,Nhà Xuất Bản Thế Giới
10325548,How Food Works - Hiểu Hết Về Thức Ăn,DK,300000,225000,Sách học tiếng anh - khác,6298,4.7,672,255.00,Nhà Xuất Bản Thế Giới
144203242,9 Lần Khởi Nghiệp - Chuyện Kể Về Những Thất Bại Và Thành Công Của Một Triệu Phú,Nguyễn Phương Nam,199000,149000,Sách doanh nhân,3078,5,340,260.00,Nhà Xuất Bản Thế Giới
62648441,The Customer Rules - 39 Nguyên Tắc Cốt Lõi Để Mang Tới Dịch Vụ Đỉnh Cao,Lee Cockerell,220000,169000,Sách tiếng Việt,1370,4.8,174,276.00,Nhà Xuất Bản Dân Trí
148761077,Khách Sạn Mặt Nạ 1,Higashino Keigo,175000,132000,Sách tiếng Việt,2117,4.8,421,460.00,Nhà Xuất Bản Hà Nội
196001724,Dưới Cánh Đại Bàng (Bìa Mềm),Hoàng Yến,138000,92500,Truyện trinh thám,499,5,76,392.00,Nhà Xuất Bản Phụ Nữ
193434494,Shaman King - Tập 15,Hiroyuki Takei,35000,24500,Root,285,5,47,190.00,NXB Trẻ
168946125,Digital Marketing - Chiến Lược Là Lược Đi Để Chiến,Nguyễn Tiến Huy,121720,121720,Sách Marketing - Bán hàng ,1,0,0,224.00,NXB Dân Trí
193736891,Tâm Lý Học Xã Hội - Đi Tìm Chất Gây Nghiện Trong Mỗi Con Người,Tiến sĩ Judson Brewer,139000,101000,Root,485,4.8,42,256.00,Nhà Xuất Bản Thanh Niên
15397971,Hà Nội Băm Sáu Phố Phường (Tái bản 2019),Thạch Lam,50000,32700,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,2592,5,389,124.00,Nhà Xuất Bản Hội Nhà Văn
165150439,TalMud - Tinh Hoa Trí Tuệ Do Thái (Tái Bản),Từ Quang Á,110000,68000,Sách tư duy - Kỹ năng sống,2091,5,210,280.00,Nhà Xuất Bản Hồng Đức
55119955,Cách Sống (Tái Bản 2020),Inamori Kazuo,85000,55250,Nghệ thuật sống,3941,4.8,279,226.00,Nhà Xuất Bản Lao Động
185888686,Trường An Ly Ca 3 – Cao Sơn Lưu Thuỷ,Úc Phức,170000,136000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,,0,0,468.00,Nhà Xuất Bản Hà Nội
54383647,Fullmetal Alchemist - Cang Giả Kim Thuật Sư - Fullmetal Edition Tập 4,Hiromu Arakawa,69000,67000,Root,147,4.8,15,252.00,Nhà Xuất Bản Kim Đồng
87226754,Một Cuốn Sách Buồn… Cười - Vui Vẻ Không Quạu Nha 2,Ở Đây Zui Nè,79000,51000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,8467,4.8,1728,280.00,Nhà Xuất Bản Phụ Nữ Việt Nam
177637709,Làm Chủ Bình Minh - Sống Đời Xuất Chúng - CLB 5 Giờ Sáng (Robin Sharma),Robin Sharma,185000,133000,Sách tư duy - Kỹ năng sống,5927,5,134,478.00,NXB Trẻ
189326210,Nghệ thuật tư duy dựa trên dữ liệu - Để ra quyết điịnh thông minh hơn trong một thê giới không chắc chắn,Đà Hoàng,150000,117000,Sách tư duy - Kỹ năng sống,960,5,92,336.00,NXB Trẻ
160375101,Ngữ pháp luyện thi IELTS - Grammar for ielts,Kim Ngọc,76000,76000,Luyện thi IELTS,870,4.6,81,280.00,Nhà Xuất Bản Thanh Hóa
75630595,The Design Thinking Playbook- Thực Hành Tư Duy Thiết Kế,Michael Patrick Larry,299000,224000,Sách kỹ năng làm việc,2367,4.8,364,352.00,Nhà Xuất Bản Công Thương
76014598,Blue Ocean Strategy - Chiến Lược Đại Dương Xanh (Bìa Cứng) (Tái Bản),W.Chan Kim,239000,179000,"Sách quản trị, lãnh đạo",2446,5,280,344.00,Nhà Xuất Bản Công Thương
156824943,Mindhunter – Kẻ Săn Suy Nghĩ (Tặng kèm bookmark),Mark Olshaker,125000,102000,Truyện trinh thám,1177,5,198,412.00,Nhà Xuất Bản Phụ Nữ
74285820,Cơ Thể Tự Chữa Lành: Nước Ép Cần Tây,Anthony William,148000,104000,Sách Y Học Hiện Đại,3946,5,579,312.00,Nhà Xuất Bản Thanh Niên
4080373,90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha Mẹ,Urako Kanamori,39000,30000,Sách tiếng Việt,25788,4.7,911,176.00,Nhà Xuất Bản Kim Đồng
186271356,Từ điển xây kênh từ cơ bản đến thành công,Cấn Mạnh Linh,268000,268000,Sách Marketing - Bán hàng ,2106,4.8,113,312.00,Nhà Xuất Bản Thanh Niên
101782486,"Làm Ra Làm, Chơi Ra Chơi (Tái Bản)",Cal Newport,159000,143000,Sách kỹ năng làm việc,,0,0,352.00,Nhà Xuất Bản Công Thương
73316970,Osho - Ươm Mầm,Osho,109000,70850,Sách tiếng Việt,2381,5,356,324.00,Nhà Xuất Bản Hà Nội
53452969,Khởi Nghiệp Du Kích - Kinh Doanh Ít Vốn - Vận Dụng Nguồn Lực Nhỏ Chiến Thắng Cuộc Chơi Lớn (Tái Bản),Trần Thanh Phong,199000,155000,Sách khởi nghiệp,7047,4.8,987,296.00,Nhà Xuất Bản Đà Nẵng
195190103,Mèo Mốc & Thế Giới Diệu Kỳ Màu Xám,Mèo Mốc,128000,99900,"Truyện Tranh, Manga, Comic",277,5,41,200.00,Nhà Xuất Bản Dân Trí
9695881,Nghệ Thuật đầu tư Dhandho - The Dhandho Investor,Mohnish Pabrai,238000,238000,Đầu tư,11059,4.8,1777,260.00,Nhà Xuất Bản Thế Giới
121185870,Và Rồi Núi Vọng,Khaled Hosseini,148000,112000,Tiểu Thuyết Phương Tây,1514,5,260,512.00,Nhà Xuất Bản Hội Nhà Văn
52329765,Biên Niên Ký Chim Vặn Dây Cót (Tái Bản 2020),Haruki Murakami,199000,150000,Nhà Sách Tiki,2973,4.8,621,720.00,Nhà Xuất Bản Hội Nhà Văn
195357774,Máy Tính CASIO FX-880BTG - Màu Xanh Biển,,800000,698000,Máy tính bỏ túi,292,5,69,,
73102465,Bé Tô màu - Combo 11 cuốn,,127255,64900,Tô màu - Luyện chữ  ,2231,4.8,365,16.00,Nhà Xuất Bản Mỹ Thuật
20520720,Đối Thoại Với Thượng Đế ( Tái Bản ),Neale Donald Walsch,98000,73600,Tiểu Thuyết Phương Tây,3799,4.8,367,336.00,Nhà Xuất Bản Tri Thức
10678954,"Full bộ Ehon Nhật Bản cho bé 0-6 tuổi thông minh, sáng tạo",Suzuki Mio,390000,390000,Sách tiếng Việt,5,0,0,24.00,Nhà Xuất Bản Lao Động - Xã Hội
196849403,"Gửi Em, Người Bất Tử - Tập 8 (Tái Bản 2022)",Yoshitoki Oima,30000,26500,"Truyện Tranh, Manga, Comic",297,5,48,186.00,NXB Trẻ
196849389,"Gửi Em, Người Bất Tử - Tập 10 (Tái Bản 2022)",Yoshitoki Oima,30000,27000,"Truyện Tranh, Manga, Comic",10,5,1,,NXB Trẻ
196849406,"Gửi Em, Người Bất Tử - Tập 9 (Tái Bản 2022)",Yoshitoki Oima,30000,26400,"Truyện Tranh, Manga, Comic",287,5,51,186.00,NXB Trẻ
196849409,"Gửi Em, Người Bất Tử - Tập 11 (Tái Bản 2022)",Yoshitoki Oima,30000,26900,Root,269,5,45,186.00,NXB Trẻ
37411897,Sách Đen - Bộ Công Cụ Của Phụ Nữ Thành Đạt,Otegha Uwagba,79000,56000,Sách tiếng Việt,7416,4.7,897,148.00,Nhà Xuất Bản Thế Giới
113656455,Giáo Trình Tư Tưởng Hồ Chí Minh (Dành Cho Bậc Đại Học Hệ Không Chuyên Lý Luận Chính Trị) - Bộ mới năm 2021,Bộ Giáo Dục Và Đào Tạo,60000,54000,Giáo trình đại học - cao đẳng - khác,,0,0,272.00,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật
124767712,Không Tự Khinh Bỉ - Không Tự Phí Hoài (Tái Bản),Vãn Tình,119000,95000,Sách tiếng Việt,,0,0,368.00,Nhà Xuất Bản Thế Giới
34612056,Máy Tính CASIO FX570VNPLUS-2 (TL),,627000,580000,Máy tính điện tử để bàn,4443,4.8,868,,
167301575,Khí Chất Bao Nhiêu Hạnh Phúc Bấy Nhiêu (Tái Bản 2022),Vãn Tình,139000,97200,Sách tư duy - Kỹ năng sống,1839,4.7,144,360.00,Nhà Xuất Bản Thế Giới
32415084,Combo 2 cuốn Giáo Trình Hán Ngữ (Sách học Tiếng Trung dành cho người Việt): Giáo Trình Hán Ngữ Tập 1 + Giáo Trình Hán Ngữ Tập 2 (Học bằng App McBooks) - Tặng kèm bookmark GreenLife,Đại học Ngôn ngữ Bắc Kinh,244000,170800,Giáo trình Hán ngữ,2176,5,429,,Nhà Xuất Bản Hồng Đức
63187280,Combo 2 Cuốn: Cơ Thể Tự Chữa Lành,Anthony William,345000,207000,Sách Y Học Hiện Đại,1433,4.8,294,858.00,Nhà Xuất Bản Thanh Niên
148750882,Khi Mọi Thứ Sụp Đổ - Lời Khuyên Chân Thành Trong Những Thời Điểm Khó Khăn,Pema Chodron,119000,79730,Sách tư duy - Kỹ năng sống,1478,4.8,165,316.00,Nhà Xuất Bản Hà Nội
73207098,Làm Chủ - Mastery,Robert Greene,200000,144000,Sách tiếng Việt,2585,4.8,337,528.00,NXB Trẻ
1471887,Tớ Muốn Ăn Tụy Của Cậu,Sumino Yoru,96000,72000,Tiểu Thuyết Phương Đông,4856,4.6,666,344.00,Nhà Xuất Bản Hội Nhà Văn
40774181,Combo Sách Tiếng hàn tổng hợp dành cho người Việt Nam - Sơ cấp 1 (Phiên bản 1 màu),.,234000,163800,Ngữ pháp Tiếng Hàn,279,5,20,436.00,Nhà Xuất Bản Hồng Đức
179546074,Luật Hấp Dẫn - Quy Luật Về Sự Thịnh Vượng Và Thành Công,Prentice Mulford,129000,90200,Sách tư duy - Kỹ năng sống,1300,4.7,99,260.00,Nhà Xuất Bản Thanh Niên
197781971,Chòm Sao Linh Thú Tập 9,Matsuri Akino,40000,38300,"Truyện Tranh, Manga, Comic",252,5,42,304.00,Nhà Xuất Bản Kim Đồng
50322710,48 Nguyên Tắc Chủ Chốt Của Quyền Lực (Tái Bản 2020),Robert Greene,200000,150000,Sách tiếng Việt,7814,5,888,504.00,NXB Trẻ
44627532,Cẩm Nang Hướng Dẫn Thải Độc & Chế Độ Ăn Uống Lành Mạnh,Nguyễn Hải,145000,104000,Sách Y Học Khác,3668,4.8,320,213.00,Nhà Xuất Bản Dân Trí
273633981,[ Trạm Đọc Official ] Sách: Tâm Lý Học Thành Công (Tái Bản),Carol S. Dweck,199000,149000,Sách tiếng Việt,4,0,0,480.00,Nhà Xuất Bản Lao Động
191320058,Set 6 Chiếc Bút Highlight Hai Đầu Bút Nhớ Dòng Đánh Dấu Dạ Quang Take Note Ghi Chú Deli - Bảng Màu Pastel Macaron - 33002 S605 S735 S134,,63000,35000,Root,1116,5,183,,
176550203,Cuộc Đời Ngắn Lắm Đừng Ôm Muộn Phiền,Mộc Nhi,88000,63300,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,1031,5,130,240.00,Nhà Xuất Bản Văn Học
109633951,Combo 8 cuốn: Tô màu Nối số Thông minh,,96000,49920,Tô màu - Luyện chữ  ,1853,4.8,306,16.00,Nhà Xuất Bản Mỹ Thuật
57767468,Cứ Làm Đi!,Austin Kleon,109000,76400,Sách tiếng Việt,708,4.6,93,240.00,Nhà Xuất Bản Thế Giới
193211309,Chuông Gió (Tập 2),Vĩ Ngư,174000,95800,Truyện ngôn tình,698,5,107,456.00,Nhà Xuất Bản Thanh Niên
545278,Combo Sherlock Holmes Toàn Tập (Trọn Bộ 3 Tập),Sir Arthur Conan Doyle,300000,240000,Sách tiếng Việt,178,4.8,67,,Nhà Xuất Bản Hội Nhà Văn
147920907,Combo Bộ 6 Cuốn: Thư Viện Song Ngữ Đầu Tiên Cho Bé (0-3 Tuổi),Nhiều tác giả,108000,81100,Kiến thức - Bách khoa,597,5,43,6.00,Nhà Xuất Bản Hội Nhà Văn
195980676,Phượng Hoàng Tái Sinh - 12 Phẩm Chất Quan Trọng Để Bứt Phá Sự Nghiệp Và Cuộc Sống,,152000,129200,Sách tư duy - Kỹ năng sống,,0,0,264.00,Nhà Xuất Bản Hồng Đức
76105910,5 Ngôn Ngữ Yêu Thương - The Five Love Languages (Tái Bản),Gary Chapman,128000,85300,Nghệ thuật sống,3014,5,327,224.00,Nhà Xuất Bản Tổng hợp TP.HCM
10767515,Phân Tâm Học Nhập Môn,Sigmund Freud,159000,119000,Sách tư duy - Kỹ năng sống,3872,4.7,430,402.00,Nhà Xuất Bản Văn Học
38223395,Tâm Lý Học Hài Hước (Tái Bản),Richard Wiseman,89000,62200,Sách tiếng Việt,2526,4.8,400,294.00,Nhà Xuất Bản Lao Động - Xã Hội
4255933,Plato Và Con Thú Mỏ Vịt Bước Vào Quán Bar (Tái Bản 2018 ),Thomas Cathcart & Daniel Klein,100000,65000,Sách tiếng Việt,4563,4.8,539,272.00,Nhà Xuất Bản Thế Giới
10397241,Sách Chữa Lành Nỗi Đau,Louise L.Hay,98000,71400,Sách tiếng Việt,4280,4.8,331,276.00,Nhà Xuất Bản Tổng hợp TP.HCM
36854641,Sự Thật Về Thế Giới : Mười Lý Do Khiến Ta Hiểu Sai Về Thế Giới - Và Vì Sao Thế Gian Này Tốt Hơn Ta Tưởng,Hans Rosling Ola Rosling,160000,110000,Sách tiếng Việt,4722,4.8,584,454.00,NXB Trẻ
552393,Hiểu Về Trái Tim,Minh Niệm,158000,142000,Sách tiếng Việt,47,5,1,480.00,Nhà Xuất Bản Tổng hợp TP.HCM
106693398,Combo 4 cuốn: Luyện viết (Theo chương trình mới - Bé vào lớp 1),,72000,37440,Tô màu - Luyện chữ  ,2077,5,352,40.00,Nhà Xuất Bản Hà Nội
189350061,Giá Mà Nỗi Buồn Có Thể Cầm Nắm Trên Tay - Tặng kèm 03 postcard,Rei,109000,76200,Sách tư duy - Kỹ năng sống,441,5,74,176.00,Nhà Xuất Bản Thanh Niên
184475053,Sa Vào Ánh Hào Quang Của Người – Tập 1,Uất Trì Kim Trạch,132000,105000,Root,,0,0,184.00,Nhà Xuất Bản Hà Nội
196849396,"Gửi Em, Người Bất Tử - Tập 3 (Tái Bản 2022)",Yoshitoki Oima,30000,27100,"Truyện Tranh, Manga, Comic",315,5,64,186.00,NXB Trẻ
196849393,"Gửi Em, Người Bất Tử - Tập 4 (Tái Bản 2022)",Yoshitoki Oima,30000,26900,"Truyện Tranh, Manga, Comic",305,5,58,186.00,NXB Trẻ
196849400,"Gửi Em, Người Bất Tử - Tập 5 (Tái Bản 2022)",Yoshitoki Oima,30000,22499,"Truyện Tranh, Manga, Comic",284,5,49,186.00,NXB Trẻ
74460137,Sách Bí Quyết Áp Dụng 7 Thói Quen Của Bạn Trẻ Thành Đạt (Khổ Nhỏ) (Tái Bản 2020),Sean Covey,108000,76600,Sách tiếng Việt,3196,4.8,392,392.00,Nhà Xuất Bản Tổng hợp TP.HCM
5067167,Tôi Là Ai - Và Nếu Vậy Thì Bao Nhiêu? (Tái Bản 2018),Richard David Precht,126000,94400,Sách tư duy - Kỹ năng sống,4480,4.7,347,503.00,Nhà Xuất Bản Thế Giới
76013370,Được Học - Educated (Tái Bản),Tara Westover,182000,125580,Sách tiếng Việt,1626,5,255,446.00,Nhà Xuất Bản Phụ Nữ Việt Nam
192124393,Ikigami - Tập 06,Motoro MASE,45000,31500,"Truyện Tranh, Manga, Comic",536,5,92,216.00,NXB Trẻ
10920495,Dế Mèn Phiêu Lưu Ký,Tô Hoài,150000,112000,Văn học thiếu nhi,7045,5,817,144.00,Nhà Xuất Bản Kim Đồng
176906754,Inspired - Kiến Tạo Sản Phẩm Công Nghệ Chiếm Trọn Trái Tim Người Dùng,Marty Cagan,295000,196700,Bài học kinh doanh,852,4.7,65,416.00,Nhà Xuất Bản Dân Trí
187622581,Sách Sức Mạnh Của Sự Trầm Lắng,Dr. Joseph Murphy,128000,108800,Sách tư duy - Kỹ năng sống,1,0,0,200.00,Nhà Xuất Bản Dân Trí
104651900,Sách Seneca: Những Bức Thư Đạo Đức – Chủ nghĩa Khắc kỷ trong đời sống - Tập 1,Lucius Annaeus Seneca,159000,143100,Sách tiếng Việt,2663,4.8,441,338.00,Nhà Xuất Bản Thế Giới
95218547,Đọc Vị Mọi Vấn Đề Của Trẻ - Giải Mã Mọi Vấn Đề Về Nuôi Con Nhỏ: Ăn - Ngủ - Kỷ Luật Hành Vi (Tái Bản),Tracy Hogg,199000,139000,Cẩm nang làm cha mẹ,4755,5,566,512.00,Nhà Xuất Bản Lao Động
103471709,Full bộ (10 quyển) Truyện cổ tích Việt Nam (Song ngữ Việt - Anh) (giao ngẫu nhiên),,120000,62400,Truyện cổ tích,1206,4.8,160,16.00,Nhà Xuất Bản Hà Nội
75338644,"Bảng viết, bảng vẽ cảm ứng điện tử thông minh tự động xóa cho bé - Hàng Chính Hãng VinBuy",,120000,65000,Dụng cụ văn phòng khác,1446,4.5,264,,
140360872,Để Xây Dựng Doanh Nghiệp Hiệu Quả (Tái Bản),Michael E Gerber,139000,104000,"Sách quản trị, lãnh đạo",730,5,66,323.00,Nhà Xuất Bản Công Thương
100384412,Vô Cùng Tàn Nhẫn Vô Cùng Yêu Thương (Tái Bản),Sara Imas,189000,120000,Cẩm nang làm cha mẹ,1492,5,149,516.00,Nhà Xuất Bản Dân Trí
59078520,Các phương pháp giao dịch ngắn hạn hiệu quả trên thị trường Forex – Day Trading and Swing Trading the Currency Market,Kathy Lien,299000,299000,Sách tiếng Việt,2329,4.7,487,420.00,Nhà Xuất Bản Thế Giới
196150482,Người nuôi ong thành Aleppo - The beekeeper of Aleppo (Aspen Words Literary Prize Winner),Christy Lefteri,168000,101000,Tiểu Thuyết Phương Tây,424,5,52,424.00,Nhà Xuất Bản Văn Học
193917227,Mỹ Vị Hầm Ngục - 3,Kui Ryoko,58000,58000,"Truyện Tranh, Manga, Comic",12,4.7,3,192.00,Nhà Xuất Bản Hồng Đức
139979524,Thiền - Osho (Tái Bản),Osho,149000,105000,Phật giáo,1342,4.8,153,292.00,Nhà Xuất Bản Hà Nội
109322300,"Combo 8 cuốn Ehon Kỹ năng sống: Bon và Gia đình, Bạn bè",,232000,120640,Sách tiếng Việt,2471,4.8,316,,Nhà Xuất Bản Hà Nội
188534368,Khúc Ngẫu Hứng Trước Ga Mahoro,Miura Shion,180000,134000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,214,5,39,464.00,Nhà Xuất Bản Dân Trí
95289208,Người Bà Tài Giỏi Vùng Saga,Yoshichi Shimada,128000,77000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,3173,5,415,216.00,Nhà Xuất Bản Thanh Niên
95090643,Bút màu marker chuyên nghiệp Deli -kèm túi vải - 30/40/60/80 Màu - 70806,,232200,129000,Bút lông cứng,4287,4.8,1062,,
116397449,Người Tình Sputnik,Haruki Murakami,86000,64600,Tiểu Thuyết Phương Đông,1653,5,272,283.00,Nhà Xuất Bản Hội Nhà Văn
192475873,Để Con Được Ốm,Uyên Bùi,120000,87500,Nhà Sách Tiki,2393,5,81,316.00,Nhà Xuất Bản Thế Giới
186290802,Bàn Có Năm Chỗ Ngồi (Tái Bản 2022),Nguyễn Nhật Ánh,38000,28100,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,899,4.8,74,188.00,NXB Trẻ
5852521,Combo Cà Phê Cùng Tony và Trên Đường Băng,Tony Buổi Sáng,210000,157000,Kỹ Năng Khác,26919,5,1965,576.00,NXB Trẻ
22878271,Essential Grammar in Use Book with Answers Edition: A Self-Study Reference and Practice Book for Elementary Learners of English,Raymond Murphy,178000,160200,English Books,3123,5,525,319.00,CAMBRIDGE UNIVERSITY
184801142,"Cutie Pie – Em Ngoan, Lại Cho Là Em Ngốc",Bambam,189000,114000,Tiểu Thuyết Phương Đông,1009,5,349,404.00,Nhà Xuất Bản Hà Nội
88791130,"Gôm Tẩy 2B Deli, 40×22×12Mm, Đen - 1 Viên - E3043",,7200,4000,Gôm tẩy chì,3278,5,262,,
54422996,"Nóng Giận Là Bản Năng, Tĩnh Lặng Là Bản Lĩnh (Tái Bản 2020)",Tống Mặc,89000,66800,Sách tư duy - Kỹ năng sống,605,5,91,,Nhà Xuất Bản Thế Giới
19349145,Bí Mật Tư Duy Triệu Phú (Tái Bản 2019),T.Harv Eker,105000,105000,Bài học kinh doanh,42,5,1,,Nhà Xuất Bản Tổng hợp TP.HCM
3640421,Đắc Nhân Tâm - Bản Dịch Gốc Từ Nguyễn Hiến Lê (Tặng Kèm Audio Book),Dale Carnegie,90000,49600,Sách tiếng Việt,14574,4.7,952,450.00,Nhà Xuất Bản Hồng Đức
1565657,Dốc Hết Trái Tim - Cách Starbucks Xây Dựng Công Ty Bằng Từng Tách Cà Phê (Tái Bản 2018),Howard Schultz,150000,113000,Sách tiếng Việt,10704,4.8,632,488.00,NXB Trẻ
190701644,"Dám Mơ Lớn, Đừng Hoài Phí Tuổi Trẻ (Tái Bản) -Tặng kèm 1 bookmark 2 mặt",Lư Tư Hạo,119000,71000,Truyện ngắn - Tản văn - Tạp Văn Nước Ngoài,889,5,74,328.00,Nhà Xuất Bản Phụ Nữ Việt Nam
129672282,Từ vựng luyện thi IELTS - Vocabulary for Ielts with answers,Kim Ngọc,65000,65000,Luyện thi IELTS,1402,4.6,151,204.00,Thanh Hoá
273058881,"Lau Bảng Deli, Vàng/Xanh Lá/Tím - 1 Chiếc - E7840",,23400,23400,Lau bảng,830,4.7,45,,
2716247,Quẳng Gánh Lo Đi Và Vui Sống (Bìa Cứng),Dale Breckenridge Carnegie,108000,75100,Nghệ thuật sống,6356,4.8,627,320.00,Nhà Xuất Bản Tổng hợp TP.HCM
196849405,"Gửi Em, Người Bất Tử - Tập 7 (Tái Bản 2022)",Yoshitoki Oima,30000,27100,"Truyện Tranh, Manga, Comic",287,5,52,186.00,NXB Trẻ
145300494,The Mastery Of Self - Hành Trình Thấu Hiểu Bản Thân Và Tìm Thấy Tự Do,Don Miguel Ruiz JR.,180000,118000,Sách tiếng Việt,1056,4.8,126,314.00,Nhà Xuất Bản Thế Giới
136340700,Trên Lưng Khổng Tượng - Kinh Doanh Online Trên Sàn Thương Mại Điện Tử - Khởi Nghiệp Với Bán Hàng Qua Mạng và Nhãn Hàng Riêng,Trần Thanh Phong,199000,147000,Sách Marketing - Bán hàng ,2264,5,339,236.00,Nhà Xuất Bản Đà Nẵng
196849394,"Gửi Em, Người Bất Tử - Tập 6 (Tái Bản 2022)",Yoshitoki Oima,30000,27100,"Truyện Tranh, Manga, Comic",287,5,53,186.00,NXB Trẻ
185188826,Fryderyk Chopin: Cuộc Đời Và Thời Đại ,,499000,374000,Tiểu sử - Hồi ký,35,5,5,835.00,Nhà Xuất Bản Dân Trí
91444567,Sống Cuộc Đời Bạn Muốn,Glennon Doyle,220000,187000,Nghệ thuật sống,,0,0,344.00,Nhà Xuất Bản Phụ Nữ Việt Nam
57350380,Very Easy Toeic 1 - Introduction,Anne Taylor,228000,177840,Luyện thi TOEIC,49,4.8,8,240.00,Nhà Xuất Bản Compass Publishing
184236581,Năng Lực Của Sự Ngu Ngốc,Dave Trott,225000,169000,Sách Marketing - Bán hàng ,552,4.8,51,280.00,Nhà Xuất Bản Dân Trí
77900446,Thần Số Học: Thấu Hiểu Nhân Tâm,Tống Khánh Thượng,109000,76200,Thần Số Học - Nhân Số Học,3448,4.8,540,238.00,Nhà Xuất Bản Công Thương
274175495,Tĩnh Lặng,Thích Nhất Hạnh,69000,41400,Sách tiếng Việt,3275,5,287,188.00,Nhà Xuất Bản Thế Giới
2812299,Tiếng Nhật Cho Mọi Người - Sơ Cấp 1 - Bản Dịch Và Giải Thích Ngữ Pháp - Tiếng Việt (Bản Mới),Nhiều tác giả,100000,59000,Ngữ pháp Tiếp Nhật,8666,4.8,474,182.00,NXB Trẻ
131401030,Ayurveda,,240000,240000,Sách Y Học Khác,647,4.7,80,374.00,Nhà Xuất Bản Phụ Nữ Việt Nam
198016673,Vua Sáng Chế - Tập 18,Tatsuki Nohda,20000,19000,Root,296,5,36,192.00,Nhà Xuất Bản Kim Đồng
12107394,Barron's Essential Words For The Toeic (Tái Bản),Dr. Lin Lougheed,238000,158700,Luyện thi TOEIC,5130,4.7,896,456.00,Nhà Xuất Bản Tổng hợp TP.HCM
197634255,Anh em phi hành gia - Tập 34,Chuya Koyama,45000,33750,"Truyện Tranh, Manga, Comic",345,5,43,208.00,NXB Trẻ
186088879,Beyond Order - Vượt Lên Trật Tự,Jordan B. Peterson,350000,228000,Root,744,4.7,83,408.00,Nhà Xuất Bản Thế Giới
57815506,Sách Tư Duy Ngược Dịch Chuyển Thế Giới,Adam Grant,178000,128000,Sách tiếng Việt,2947,4.8,340,348.00,Nhà Xuất Bản Tổng hợp TP.HCM
73105037,Combo 9 cuốn Tập tô - Tập viết chữ - Làm quen chữ cái/chữ số (Chuẩn bị vào lớp 1),,108000,56160,Tô màu - Luyện chữ  ,3512,5,634,16.00,Nhà Xuất Bản Mỹ Thuật
8835165,Ông Trăm Tuổi Trèo Qua Cửa Sổ Và Biến Mất (Tái Bản),Jonas Jonasson,190000,85000,Sách tiếng Việt,20591,4.8,1445,516.00,NXB Trẻ
53301006,Sách Ping - Vượt Ao Tù Ra Biển Lớn (Tái Bản 2020),Stuart Avery Gold,98000,68700,Sách tư duy - Kỹ năng sống,1433,5,169,280.00,Nhà Xuất Bản Tổng hợp TP.HCM
9687409,Thôi Miên Bằng Ngôn Từ,Joe Vitale,169000,108000,Sách tiếng Việt,7002,4.6,482,388.00,Nhà Xuất Bản Hồng Đức
88914965,Nam Châm Gắn Bảng 15Mm Deli - 1 Vỉ - E7823,,28800,28800,Dụng cụ văn phòng khác,1048,4.6,39,,
135754581,Những Câu Chuyện Truyền Cảm Hứng - I Will Be Better: Nguồn Năng Lượng Tích Cực,Yunan,58000,46300,Truyện tranh thiếu nhi,397,5,38,220.00,Nhà Xuất Bản Kim Đồng
76401055,Sét Bong Bóng Trang Trí Sinh Nhật FUNU Nhiều Mẫu Kèm Bơm Tay- Hàng Chính Hãng ,,123000,116850,Trang trí sinh nhật,1457,4.8,361,,
193605374,Làm Sao Để Che Giấu Một Đế Quốc - How To Hide An Empire,Daniel Immerwahr,299000,225000,Lịch Sử Thế Giới,309,5,29,584.00,Nhà Xuất Bản Dân Trí
186434701,"Khi Bạn Đang Say Giấc, Ai Đó Đã Đạt Được Ước Mơ-Tặng kèm 01 bookmark",Kim Yoojin,108000,76600,Sách tư duy - Kỹ năng sống,1173,4.8,174,216.00,Nhà Xuất Bản Dân Trí
197602047,Fullmetal Alchemist - Cang Giả Kim Thuật Sư - Fullmetal Edition Tập 9,Hiromu Arakawa,69000,62000,Sách tiếng Việt,778,5,21,274.00,Nhà Xuất Bản Kim Đồng
58390336,Python cơ bản, Bùi Việt Hà,125000,125000,Lập Trình,4418,4.8,895,253.00,ĐHQG Hà Nội
171170802,Kỹ thuật giao dịch nâng cao để kiếm tiền hàng ngày trên thị trường chứng khoán – Advanced Techniques in Day Trading,,359000,359000,Kỹ thuật tài chính,526,4.8,86,444.00,Nhà Xuất Bản Thế Giới
